ID;Authors;Title;Year;Source Title;Source Title Abbreviation;Page Start;Page End;Cited by;Abstract;Author Keyword;Index Keyword;Language;Document Type;Type of Study;Research Type of Primary Studies;Research Type of Secondary Study;SWEBOK;Contributions;Challenges;Contributions Category;Challenges Category
SCP0157;"Miranskyy A.; Khan M.; Faye J.P.L.; Mendes U.C.";Quantum computing for software engineering: prospects;2022;International Workshop on Quantum Programming for Software Engineering;QP4SE;22;25;7;Quantum computers (QCs) are maturing. When QCs are powerful enough, they may be able to handle problems in chemistry, physics, and finance that are not classically solvable. However, the applicability of quantum algorithms to speed up Software Engineering (SE) tasks has not been explored. We examine eight groups of quantum algorithms that may accelerate SE tasks across the different phases of SE and sketch potential opportunities and challenges.  © 2022 ACM.;"quantum computing; software engineering";"Quantum theory; Qubits; Engineering tasks; Quanta computers; Quantum algorithms; Quantum Computing; Speed up; Software engineering";English;Conference Paper;Primary Study;Opinion papers;0;Software Design;O artigo apresenta uma análise exploratória que conecta algoritmos quânticos — como solucionadores de equações lineares, otimizadores combinatórios e técnicas de machine learning — a tarefas específicas de engenharia de software, como testes dinâmicos, análise de logs e planejamento de releases, destacando os ganhos potenciais de desempenho e os horizontes de aplicabilidade futura.;Os principais desafios incluem a limitação atual do hardware quântico para resolver problemas práticos em larga escala, a complexidade na preparação e carregamento dos dados clássicos para execução em computadores quânticos, e a ausência de implementações robustas para muitas das técnicas propostas, o que adia a adoção ampla por engenheiros de software.;Empirical study;Hardware limitations
SCP0158;"De Stefano M.; Di Nucci D.; Palomba F.; Taibi D.; De Lucia A.";Towards Quantum-algorithms-as-a-service;2022;International Workshop on Quantum Programming for Software Engineering;QP4SE;7;10;1;Quantum computing is an emerging field of high interest. Many companies have started to work on developing more powerful and stable quantum computers. However, developers still struggle to master the art of programming with a quantum computer. One of the major challenges faced is the integration of quantum parts of a system with the classical one. This paper proposes a novel development model called Quantum-Algorithms-as-a-Service (QAaaS). This new model aims to allow developers to abstract the quantum components away from the design of the software they are building. The model leverages Software-as-a-Service and Function-as-a-Service to support multiple quantum cloud providers and run their algorithms regardless of the underlying hardware.  © 2022 ACM.;"QaaS; Quantum Computing; Quantum Software Engineering; XaaS";"Arts computing; Computer programming; Quantum computers; Software engineering; Web services; Cloud providers; Development model; Qaas; Quanta computers; Quantum algorithms; Quantum Computing; Quantum software engineering; Software-as-a- Service (SaaS); Xaas; Software as a service (SaaS)";English;Conference Paper;Primary Study;Proposal of solution;0;Software Architecture;O artigo propõe um novo modelo de desenvolvimento que combina os conceitos de Software-as-a-Service (SaaS) e Function-as-a-Service (FaaS) para encapsular algoritmos quânticos em APIs acessíveis de forma agnóstica à plataforma, fornecendo um framework com quatro componentes principais — API Gateway, orquestrador, tradutor de meta-modelos e provedor quântico —, e apresenta uma agenda de pesquisa para sua implementação e validação com base em estudos de caso.;Os principais desafios incluem o lock-in de fornecedor, a instabilidade e constante evolução das APIs de frameworks quânticos, a complexidade na transpiração de circuitos entre diferentes hardwares, as dificuldades na orquestração entre partes clássicas e quânticas e a necessidade de mecanismos robustos de testes, tanto para integração quanto para validação das execuções em múltiplos backends quânticos.;"Conceptual framework; Tool support; Research agenda";"Integration challenges; Quality assurance; Hardware limitations"
SCP0161;"Zhao P.; Zhao J.; Ma L.";Identifying Bug Patterns in Quantum Programs;2021;International Workshop on Quantum Software Engineering;QSE;16;21;29;Bug patterns are erroneous code idioms or bad coding practices that have been proved to fail time and time again, which are usually caused by the misunderstanding of a programming language's features, the use of erroneous design patterns, or simple mistakes sharing common behaviors. This paper identifies and categorizes some bug patterns in the quantum programming language Qiskit and briefly discusses how to eliminate or prevent those bug patterns. We take this research as the first step to provide an underlying basis for debugging and testing quantum programs.  © 2021 IEEE.;"Qiskit; quantum bug patterns; Quantum program debugging; quantum software testing";"Computer programming languages; Software engineering; Design Patterns; Quantum programming languages; Program debugging";English;Conference Paper;Primary Study;Opinion papers;0;Software Testing;O artigo fornece a primeira catalogação sistemática de padrões de bugs em programas escritos com Qiskit, cobrindo casos como inicialização incorreta de registradores, uso de portas não reconhecidas, medições excessivas, operações inválidas após medição e desalocação insegura, com exemplos práticos e recomendações de prevenção — oferecendo uma base fundamental para ferramentas futuras de análise estática e depuração de software quântico.;Os principais desafios envolvem a dificuldade de adaptar conceitos clássicos de testes e depuração ao paradigma quântico, a falta de entendimento dos efeitos das operações quânticas sobre os qubits após medição, e a carência de ferramentas que explorem os padrões de bugs com base em análise estática, o que limita a eficácia de práticas de manutenção e evolução de software quântico.;Tool support;Quality assurance
SCP0163;"Sepúlveda S.; Cravero A.; Fonseca G.; Antonelli L.";Systematic Review on Requirements Engineering in Quantum Computing: Insights and Future Directions;2024;Electronics (Switzerland);Electronics (Switzerland);0;0;4;Context: Quantum software development is a complex and intricate process that diverges significantly from traditional software development. Quantum computing and quantum software are deeply entangled with quantum mechanics, which introduces a different level of abstraction and a deep dependence on quantum physical properties. The classical requirements engineering methods must be adapted to encompass the essential quantum features in this new paradigm. Aim: This study aims to systematically identify and analyze challenges, opportunities, developments, and new lines of research in requirements engineering for quantum computing. Method: We conducted a systematic literature review, including three research questions. This study included 105 papers published from 2017 to 2024. Results: The main results include the identification of problems associated with defining specific requirements for quantum software and hybrid system requirements. In addition, we identified challenges related to the absence of standards for quantum requirements engineering. Finally, we can see the advances in developing programming languages and simulation tools for developing software in hybrid systems. Conclusions: This study presents the challenges and opportunities in quantum computing requirements engineering, emphasizing the need for new methodologies and tools. It proposes a roadmap for future research to develop a standardized framework, contributing to theoretical foundations and practical applications. © 2024 by the authors.;"quantum computing; requirements engineering; software engineering; systematic review";;English;Article;Secondary Study;0;Systematic Review;Software Requirements;O artigo sistematiza 105 estudos primários para identificar os principais desafios e lacunas na engenharia de requisitos para computação quântica, propõe uma taxonomia de desafios com base na norma ISO/IEC 25010, apresenta um mapeamento dos avanços atuais e sugere doze linhas de pesquisa futuras, como metodologias específicas para QRE, ferramentas de validação de requisitos quânticos, técnicas de modelagem híbrida e programas de formação específicos para engenheiros de requisitos em computação quântica.;Os desafios centrais envolvem a dificuldade de especificar requisitos diante das propriedades quânticas como superposição e entrelaçamento, a integração entre sistemas clássicos e quânticos, a ausência de metodologias padronizadas para QRE, a necessidade de atualizações contínuas dos requisitos, lacunas educacionais entre engenheiros e requisitos específicos de segurança em ambientes quânticos, além da dificuldade de validação e verificação dos requisitos devido à natureza probabilística dos algoritmos quânticos.;"Conceptual framework; Process model; Tool support";"Integration challenges; Modeling difficulty; Quality assurance; Classical-quantum separation"
SCP0167;"Cobb A.; Schneider J.-G.; Lee K.";Towards Higher-Level Abstractions for Quantum Computing;2022;Australasian Computer Science Week;ACSW;115;124;6;Quantum Computing (QC) has emerged as a field of ever-increasing activity as it promises to revolutionize computation and enable the solution of computational problems that we (realistically) cannot solve with Classical Computing to date. However, existing quantum programming environments mostly require an in-depth understanding of the basic QC building blocks, that is, quantum states, superposition, entanglement and measurement as well as the changing of quantum states using basic quantum gates. The present state of quantum programming reminds us of how Classical Computing was about 70 years ago when computing machines such as the ENIAC required significant effort to program solely using very basic digital building blocks. Over the decades, though, increasingly higher-level abstractions have been created on top of the basic building blocks of Classical Computing and made computation much more accessible and wide-spread. In order to make Quantum Computing more accessible, we argue that Software Engineering for QC needs to embark on a similar journey and create abstractions that shield developers from the basic QC building blocks as much as possible so that they can focus their attention on solving problems and less on how to manipulate quantum states using quantum circuits. Based on our experience of developing a scalable quantum n-queens solver, this paper aims to formulate recommendations for raising the level of abstraction in Quantum Software Engineering.  © 2022 ACM.;"Programming Abstractions; Quantum Computing; Quantum Software Engineering";"Abstracting; Computer programming; Quantum computers; Quantum entanglement; Quantum optics; Building blockes; Classical computing; Computational problem; High-level abstraction; Higher-level abstraction; Programming abstractions; Quantum Computing; Quantum programming; Quantum software engineering; Quantum state; Software engineering";English;Conference Paper;Primary Study;Proposal of solution;0;Software Design;O estudo apresenta um gerador de código quântico para o problema das n-rainhas como prova de conceito de uma abordagem baseada em abstrações de alto nível para desenvolvimento quântico. Ao demonstrar a escalabilidade e os desafios práticos da geração automática de circuitos, contribui para a discussão sobre a necessidade de ferramentas de desenvolvimento que escondam a complexidade dos blocos fundamentais da computação quântica, promovendo acessibilidade à engenharia de software quântico.;Os principais desafios identificados incluem a elevada complexidade exigida dos desenvolvedores para compreender e manipular qubits individualmente, a falta de ferramentas de abstração e depuração em níveis mais altos, e as limitações técnicas dos simuladores quânticos disponíveis para experimentos com circuitos grandes, exigindo abordagens como processamento em lotes e técnicas híbridas.;Tool support;Modeling difficulty
SCP0168;"Jimnez-Navajas L.; Bhler F.; Leymann F.; Prez-Castillo R.; Piattini M.; Vietz D.";QUANTUM SOFTWARE DEVELOPMENT: A SURVEY;2024;Quantum Information and Computation;Quantum Inf. Comput.;609;642;0;Over the last few years, quantum computing has been growing at an exponential pace. Every day, new techniques, frameworks, modeling, and programming languages are emerging that aim to facilitate the development of quantum software, which is key to achieving the promising applications of quantum computing. However, which of these are actively used and the degree of satisfaction of researchers and developers regarding these quantum software frameworks and languages is not known. To address this, we conducted a survey to characterize which modeling tools and which quantum programming languages are used during the quantum software lifecycle. Researchers in academia and industry developers were surveyed, and a total of 57 responses were collected. The results indicate that during quantum software development, some models and diagrams are used to guide development. In addition, the survey results show what quantum programming languages are the most used alongside the classical programming languages employed to build hybrid programs, among other important insights. The implications of this survey are: (i) to find out what the current trends are within quantum software development and (ii) to find out what the needs are of quantum software developers with respect to current modeling and programming languages and tools. © Rinton Press.;"Hybrid Information Systems; Quantum Computing; Quantum Software Development; Survey";"Application programs; Quantum computers; Quantum optics; Software design; Degree of satisfaction; Exponentials; Framework models; Hybrid information system; Modelling tools; Quantum Computing; Quantum programming languages; Quantum software development; Software frameworks; Software languages; Modeling languages";English;Article;Secondary Study;0;Survey;Software Design;O trabalho fornece uma visão abrangente e atualizada sobre o estado da prática no desenvolvimento de software quântico, revelando as linguagens mais utilizadas (como Qiskit, OpenQASM e Cirq), ferramentas de modelagem aplicadas (como UML e fluxogramas), e características arquiteturais predominantes (como aplicações monolíticas). A pesquisa destaca também o papel da modelagem em diferentes fases do ciclo de vida e as abordagens de teste utilizadas para aplicações híbridas, evidenciando as práticas mais comuns e lacunas existentes.;Entre os principais desafios identificados estão a ausência de ferramentas maduras para a operação de software quântico, a escassez de tecnologias de orquestração e conversão de linguagens, e a necessidade urgente de maior suporte à modelagem nas fases de arquitetura, implementação e teste, especialmente para aplicações híbridas que combinam software clássico e quântico.;"Tool support; Role definition; Reference architecture";"Tool immaturity; Quality assurance"
SCP0169;"Ali S.; Yue T.";On the Need of Quantum-Oriented Paradigm;2023;International Workshop on Quantum Programming for Software Engineering;QP4SE;17;20;3;Since the invention of Quantum Computing (QC) in the 1980s, substantial claims about QC's ability to solve computational problems of unparalleled complexity have emerged. However, forty years later, no significant real-world QC applications exist. Indeed, the availability of small-scale noisy quantum computers is to blame. Still, simultaneously, the programming of quantum computers is too close to quantum hardware, requiring software engineers with specialized backgrounds to build QC applications and limiting the maximum exploitation of QC's potential. Thus, there is a need for an abstract yet intuitive quantum-oriented paradigm (QOP) for building QC applications, similar to the object-oriented paradigm established in the 1960s for classical computers that laid the foundations of modern programming and modeling languages for classical computers. Unfortunately, such a QC paradigm doesn't exist. Thus, we foresee the need to build a novel QOP based on which future quantum programming and modeling languages shall be developed. Such QOP shall enable users with diverse backgrounds (e.g., computer scientists, software engineers, and physicists) to build QC applications cost-effectively, intuitively, and independently of low-level quantum mechanics characteristics (e.g., superposition and entanglement). This paper discusses the emerging work of QOP and presents research directions that the software engineering and programming communities can follow to build a successful QOP.  © 2023 ACM.;"modeling solutions; programming paradigms; quantum software; quantum software development";"Application programs; Computer systems programming; Object oriented programming; Quantum computers; Quantum entanglement; Software design; Computational problem; Computing applications; Model solution; Programming paradigms; Quanta computers; Quantum Computing; Quantum software; Quantum software development; Real-world; Small scale; Modeling languages";English;Conference Paper;Primary Study;Opinion papers;0;Software Engineering Models and Methods;O trabalho contribui ao estabelecer uma visão estruturada sobre a necessidade de um novo paradigma de programação e modelagem voltado para a computação quântica, abordando aspectos como encapsulamento, abstração, modularidade e independência de plataforma. Essa proposta visa tornar o desenvolvimento de software quântico mais acessível, eficiente e alinhado com as boas práticas da engenharia de software, ao mesmo tempo em que respeita as particularidades da mecânica quântica.;Os principais desafios estão na criação de mecanismos formais de encapsulamento e abstração que respeitem princípios quânticos como o não-clonamento, na modularização de algoritmos quânticos frente à complexidade da interação entre qubits, e na definição de uma infraestrutura independente de hardware quântico, o que requer a separação entre lógica de negócios e dependências de plataforma.;Tool support;"Modeling difficulty; Hardware limitations"
SCP0172;"Gemeinhardt F.; Garmendia A.; Wimmer M.; Wille R.";A Model-Driven Framework for Composition-Based Quantum Circuit Design;2024;Transactions on Quantum Computing;TQC;0;0;0;Quantum programming languages support the design of quantum applications. However, to create such programs, one needs to understand the fundamental characteristics of quantum computing and quantum information theory. Furthermore, quantum algorithms frequently make use of abstract operations with a hidden low-level realization (e.g., Quantum Fourier Transform). Thus, turning from elementary quantum operations to a higher-level view of quantum circuit design not only reduces the development effort but also lowers the entry barriers for non-quantum computing experts.To this end, this article proposes a modeling language and design framework for quantum circuits. This allows the definition of composite operators to advocate a higher-level quantum algorithm design, together with automated code generation for the circuit execution. To demonstrate the benefits of the proposed approach, coined Composition-based Quantum Circuit Designer, we applied it for realizing the Quantum Counting algorithm and the Quantum Approximate Optimization Algorithm. Our evaluation results show that, compared to an existing state-of-the-art editor, the proposed approach allows for the realization of both quantum algorithms on a high level with a substantially reduced development effort. In particular, the proposed approach shows constant scaling when increasing the size of the investigated quantum circuits and a lower change criticality when evolving existing quantum circuits.  © 2024 Copyright held by the owner/author(s).;"model-driven engineering; quantum circuits; Quantum computing; quantum software engineering; quantum software languages";"High level languages; Integrated circuit design; Printed circuit design; Quantum electronics; Quantum optics; Systems analysis; Model-driven; Model-driven Engineering; Quantum algorithms; Quantum circuit; Quantum circuit design; Quantum Computing; Quantum programming languages; Quantum software engineering; Quantum software language; Software languages; Quantum computers";English;Article;Primary Study;Evaluation research;0;Software Design;O trabalho apresenta o CoQuaDe, uma linguagem de modelagem extensível e um framework para projetar circuitos quânticos em alto nível de abstração com suporte à definição de operações compostas reutilizáveis. A proposta permite separar a sintaxe dos circuitos da definição das operações quânticas, viabilizando bibliotecas customizadas e independentes da plataforma. Além disso, a avaliação empírica com os algoritmos Quantum Counting e QAOA mostrou que o framework reduz significativamente o esforço de desenvolvimento, melhora a modularidade e facilita a evolução dos circuitos.;Entre os principais desafios estão a complexidade de modelar operações quânticas iterativas de forma expressiva e genérica, a necessidade de padronizar bibliotecas reutilizáveis para diferentes domínios e a limitação de ferramentas atuais quanto à geração automática de código e definição de operações compostas configuráveis. O trabalho também destaca a importância de estender o suporte a diferentes linguagens de programação quântica e realizar estudos de usabilidade para validar sua aplicabilidade em larga escala.;"Conceptual framework; Tool support";"Tool support gap; System complexity"
SCP0174;"Scheerer M.; Klamroth J.; Garhofer S.; Knable F.; Denninger O.";Experiences in Quantum Software Engineering;2023;International Parallel and Distributed Processing Symposium Workshops;IEEE Int. Parallel Distrib. Process. Symp. Workshops, IPDPSW;552;559;1;The field of Quantum Computing (QC) is increasingly becoming applicable for a wide range of computationally intensive problems. Especially Variational Quantum Algorithms (VQA) are promising as they allow dealing with the practical challenges of current quantum devices (also referred to as Noisy Intermediate-Scale Quantum devices). However, developing VQA-based solutions is not a straightforward process but involves several development phases, each with different design decisions and implications. In this paper, we share experiences made in developing VQA-based solutions for two different industrial case studies. Based on the solutions, we extracted five generic development phases quantum engineers must take into consideration when engineering quantum solutions. We have embedded the phases in a model (i.e. a phase model) to show their natural order and to illustrate the phases that require more development iterations. The main objective of this paper is not only to share and discuss our findings and experiences but also to provide the phase model as a starting point or guideline to structure the development process.  © 2023 IEEE.;"quantum computing; quantum development model; Quantum software engineering";"Quantum computers; Quantum theory; 'current; Computationally intensive problems; Development model; Development phasis; Phase model; Quantum algorithms; Quantum Computing; Quantum development model; Quantum device; Quantum software engineering; Software engineering";English;Conference Paper;Primary Study;Personal experience papers;0;Software Engineering Process;O artigo propõe um modelo de cinco fases genéricas — definição do problema, seleção do algoritmo quântico, implementação, refinamento (fine-tuning) e pós-processamento (backpropagation) — para orientar o desenvolvimento de soluções quânticas baseadas em VQA, demonstrando sua aplicabilidade em dois estudos de caso industriais e ressaltando a natureza iterativa de algumas etapas.;Os principais desafios envolvem a escolha apropriada da formalização matemática do problema, a seleção do algoritmo quântico mais eficaz, o ajuste de hiperparâmetros em ambientes ruidosos (NISQ) e a necessidade de abordagens experimentais rápidas como prototipação para lidar com incertezas e limitações práticas dos dispositivos quânticos atuais.;Process model;Other technical limitation
SCP0177;"Melnikov A.; Kordzanganeh M.; Alodjants A.; Lee R.-K.";Quantum machine learning: from physics to software engineering;2023;Advances in Physics: X;Adv. Phys.: X;0;0;50;Quantum machine learning is a rapidly growing field at the intersection of quantum technology and artificial intelligence. This review provides a two-fold overview of several key approaches that can offer advancements in both the development of quantum technologies and the power of artificial intelligence. Among these approaches are quantum-enhanced algorithms, which apply quantum software engineering to classical information processing to improve keystone machine learning solutions. In this context, we explore the capability of hybrid quantum-classical neural networks to improve model generalization and increase accuracy while reducing computational resources. We also illustrate how machine learning can be used both to mitigate the effects of errors on presently available noisy intermediate-scale quantum devices, and to understand quantum advantage via an automatic study of quantum walk processes on graphs. In addition, we review how quantum hardware can be enhanced by applying machine learning to fundamental and applied physics problems as well as quantum tomography and photonics. We aim to demonstrate how concepts in physics can be translated into practical engineering of machine learning solutions using quantum software. © 2023 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.;"graph theory; machine learning; photonic quantum computing; quantum and quantum-inspired algorithms; Quantum information and computing; quantum machine learning; quantum neural networks; quantum technologies; quantum tomography; quantum walks; reinforcement learning; variational quantum circuits";;English;Article;Secondary Study;0;Survey;The Software Engineering in General;O artigo contribui com uma revisão detalhada dos modelos, arquiteturas e desafios em QML, destacando avanços em redes neurais quânticas, estratégias de codificação de dados, teoria de aprendizado, tomografia quântica, computação fotônica e modelos híbridos, além de apresentar um ecossistema projetado para orientar o desenvolvimento da área na próxima década.;Os principais desafios incluem a ausência de demonstrações práticas de vantagem quântica, a dificuldade de parametrização eficiente de redes neurais quânticas, a escassez de fundamentação teórica para modelos híbridos clássico-quânticos, e a limitação de métodos de otimização escaláveis para redes com bilhões de parâmetros e milhões de qubits.;"Reference architecture; Collaboration support";Modeling difficulty
SCP0179;"Gallardo J.Z.; Moguel E.; Canal C.; Garcia-Alonso J.";Quirk+: A Tool for Quantum Software Development Based on Quirk;2024;International Conference on Software Analysis, Evolution and Reengineering ;SANER;151;158;0;Quantum computing is becoming increasingly relevant. Numerous research efforts are being carried out to improve quantum computers by increasing the number of qubits in their processors, mitigating noise, etc. However, the tools that exist to program these computers are not advancing at the same speed. Therefore, in this work, we propose Quirk+, a quantum circuit development tool based on Quirk. We have implemented improvements over Quirk such as the inclusion of a custom gate importer/exporter, a running circuit inspector, a translator to qasm and vice-versa, as well as other interface usability improvements. Tools such as the one we propose in this paper will facilitate the work of quantum software developers, as well as break down the barriers to access to this type of programming for classical software developers. ©2024 IEEE.;"Circuit simulators; Quantum Composer; Quantum computing; Quirk";"Integrated circuit design; Program translators; Quantum electronics; Quantum optics; Software design; Circuit development; Circuit simulators; Development tools; Quanta computers; Quantum circuit; Quantum composer; Quantum Computing; Quirk; Research efforts; Software developer; Quantum computers";English;Conference Paper;Primary Study;Proposal of solution;0;Software Construction;O artigo contribui com o desenvolvimento do Quirk+, uma ferramenta de apoio ao desenvolvimento de circuitos quânticos, que melhora significativamente a experiência dos desenvolvedores ao permitir a visualização passo a passo da execução do circuito (debugger), facilitar o intercâmbio com outras plataformas por meio de tradução para QASM e promover a reutilização e edição de componentes modulares (portas customizadas). Ao democratizar o uso de simuladores quânticos e melhorar a usabilidade, o Quirk+ aproxima a computação quântica dos desenvolvedores de software clássico.;Os principais desafios discutidos envolvem a ausência de padronização entre plataformas de desenvolvimento quântico, a limitação de ferramentas existentes em oferecer interfaces intuitivas e recursos avançados de edição, e a complexidade de integrar funcionalidades como depuração, modularização e interoperabilidade com linguagens como QASM em um ambiente acessível a desenvolvedores iniciantes em computação quântica.;Tool support;Lack of standardization
SCP0180;"Exman I.; Shmilovich A.T.";Quantum Software Models: The Density Matrix for Classical and Quantum Software Systems Design;2021;International Workshop on Quantum Software Engineering;QSE;1;6;5;Linear Software Models enable rigorous linear algebraic procedures for modular design of classical software systems. These procedures apply a spectral approach to matrix representations-e.g. the Laplacian-of the software system. Recent intensive research efforts towards quantum computers have increased expectations that quantum computing could in due time materialize as a practical alternative to classical computing. It is reasonable to inquire about quantum software desirable features and prepare in advance modular design procedures for quantum software systems. However, it does not make sense to have two totally separate procedures for modular design, one for classical software systems and another for quantum software systems. This paper claims that there should be just a single unified and rigorous design procedure for both classical and quantum software systems. Our common design procedure starting point for both classical and quantum software systems is Von Neumann's quantum notion of Density Operator and its Density Matrix representation. This paper formulates and demonstrates modular design in terms of projection operators obtained from a design Density Matrix and shows their equivalence to the Linear Software Models results of the Laplacian matrix spectrum for the classical case. The application in practice of the design procedure for both classical and quantum software is illustrated by case studies.  © 2021 IEEE.;"Density Matrix; Laplacian Matrix; Quantum Software Models; Software Design";"Design; Laplace transforms; Matrix algebra; Quantum computers; Quantum theory; Classical computing; Density operators; Desirable features; Intensive research; Laplacian matrices; Matrix representation; Projection Operator; Software systems designs; Application programs";English;Conference Paper;Primary Study;Proposal of solution;0;Software Engineering Models and Methods;"O trabalho apresenta um modelo matemático baseado em álgebra linear e matrizes densidade que permite projetar a modularidade de sistemas de software clássicos e quânticos de forma unificada; ao invés de adotar abordagens distintas, o modelo utiliza operadores de projeção sobre a matriz densidade para identificar os módulos estruturais do sistema, aplicando o método tanto a diagramas de classes quanto a circuitos quânticos, incluindo um estudo de caso com o algoritmo de busca de Grover.";Os principais desafios destacados são a ausência de uma metodologia formal comum para o design de software quântico e clássico, a necessidade de representar adequadamente estruturas hierárquicas e modulares em circuitos quânticos, e a transição entre abordagens clássicas e quânticas de maneira integrada, o que exige ferramentas matemáticas robustas que sustentem tanto a análise quanto a implementação prática de sistemas híbridos.;"Process model; Empirical study";Modeling difficulty
SCP0183;"Mykhailova M.; Soeken M.";Testing quantum programs using Q# and Microsoft quantum development kit;2021;International Workshop on Quantum Software Engineering and Technology;QSET;81;88;5;As the quantum software matures, the quantum codebases grow both in size and in complexity, and so does the task of testing them and verifying their correctness. In this paper we show how to test and validate several common types of quantum programs written in the quantum programming language Q# using the tools provided by the Microsoft Quantum Development Kit. Our approach uses multiple simulators and library tools for program testing and resource estimation, performing these steps before running the programs on quantum hardware. The demonstrated approach is illustrated with code examples from the Quantum Katas, a collection of quantum programming tutorials that provide immediate feedback for the learner’s solution. © 2021 Copyright for this paper by its authors.;"Microsoft quantum development kit; Q#; Quantum programming; Quantum software engineering; Quantum software testing";"MicroSoft; Microsoft quantum development kit; Program testing; Q#; Quantum programming; Quantum programming languages; Quantum software engineering; Quantum software testing; Resource estimation; Software testings; Software testing";English;Conference Paper;Primary Study;Opinion papers;0;Software Testing;O artigo contribui significativamente ao apresentar práticas consolidadas de testes de software adaptadas ao contexto da computação quântica, usando a linguagem Q# e a suíte de ferramentas do Microsoft QDK. São detalhadas estratégias para testar rotinas de preparação de estados, transformações unitárias e restrições de recursos, com exemplos retirados do projeto educacional Quantum Katas. A abordagem promove a integração entre conceitos de testes clássicos e características do paradigma quântico, como verificação sem acesso direto às amplitudes e uso de simuladores específicos.;Os desafios enfrentados envolvem a ausência de mecanismos diretos para inspecionar estados internos dos sistemas quânticos, exigindo abordagens alternativas de verificação por simulação e comparação com implementações de referência. Além disso, o controle sobre o uso de recursos, como número de qubits e operações multiqubit, demanda ferramentas sofisticadas de instrumentação e simulação, exigindo extensões ao simulador padrão e técnicas avançadas de análise de comportamento para garantir a correção e eficiência das soluções desenvolvidas.;"Tool support; Hybrid systems";"Lack of standardization; Quality assurance"
SCP0184;"Gemeinhardt F.; Garmendia A.; Wimmer M.";Towards Model-Driven Quantum Software Engineering;2021;International Workshop on Quantum Software Engineering;QSE;13;15;29;Quantum technologies are emerging. Dedicated languages for programming Quantum machines are emerging as well and already used in different settings. Orthogonal to this development, Model-Driven Engineering (MDE) is explored to ease the development of software systems by applying modeling techniques such as Domain-Specific Modeling Languages and generative techniques such as code generation. In this position paper, we argue for a dedicated research line which deals with the exploration of how MDE may be applied for Quantum technologies. This combination would allow to speed-up the development of Quantum software, open the door for domain experts to utilize Quantum technologies, and may provide an additional abstraction layer over existing Quantum hardware architectures and programming languages. We outline several research challenges which we derived from a demonstration case of how to exploit domain-specific modeling for social network analysis on Quantum technologies.  © 2021 IEEE.;"Domain Specific Modeling Languages; Model Driven Engineering; Quantum Computing; Software Engineering";"Modeling languages; Software engineering; Specification languages; Abstraction layer; Domain specific modeling; Domain specific modeling languages; Hardware architecture; Model-driven Engineering; Modeling technique; Quantum technologies; Research challenges; Social sciences computing";English;Conference Paper;Primary Study;Proposal of solution;0;Software Engineering Models and Methods;O artigo propõe a combinação de Model-Driven Engineering com tecnologias quânticas para acelerar o desenvolvimento de software quântico, oferecendo uma camada adicional de abstração por meio de linguagens específicas de domínio (DSMLs), demonstrando sua aplicabilidade com um caso real de análise de redes sociais e delineando uma agenda de pesquisa com seis questões centrais para a adoção ampla da abordagem.;Os principais desafios incluem a modelagem eficaz de algoritmos híbridos quântico-clássicos, a criação de geradores de código inteligentes, mecanismos adequados de integração via computação em nuvem, estratégias para teste e depuração de DSMLs executáveis, avaliação sistemática de tecnologias quânticas com base em modelos, e a adaptação de tarefas da própria engenharia de modelos para serem resolvidas com computação quântica.;"Empirical study; Research agenda; Collaboration support";"Integration challenges; Modeling difficulty; Quality assurance"
SCP0186;"Kinanen O.; Muñoz-Moller A.D.; Stirbu V.; Mikkonen T.";Improving Quantum Developer Experience with Kubernetes and Jupyter Notebooks;2024;International Conference on Quantum Computing and Engineering;QCE;245;250;0;Quantum computing proposes a revolutionary paradigm that can radically transform numerous scientific and industrial application domains. To realize this promise, new capabilities need software solutions that are able to effectively harness its power. However, developers face significant challenges when developing quantum software due to the high computational demands of simulating quantum computers on classical systems. In this paper, we investigate the potential of using an accessible and cost-efficient manner remote computational capabilities to improve the experience of quantum software developers. © 2024 IEEE.;"developer experience; Jupyter notebook; Quantum software; software development";"Application programs; Laptop computers; Quantum efficiency; Quantum electronics; Software design; Applications domains; Classical systems; Computational demands; Developer experience; Jupyter notebook; Power; Quanta computers; Quantum Computing; Quantum software; Software solution; Quantum computers";English;Conference Paper;Primary Study;Personal experience papers;0;Software Engineering Operations;O artigo contribui ao introduzir uma solução prática e eficaz para o desenvolvimento de software quântico, integrando um kernel customizado para Jupyter com clusters Kubernetes que oferecem suporte a simulações quânticas aceleradas por GPU. Essa abordagem permite que desenvolvedores executem rotinas quânticas de forma transparente em ambientes remotos e escaláveis, com ênfase em facilidade de uso, eficiência de custo e compatibilidade com ferramentas modernas como Qiskit e PennyLane. Além disso, o estudo apresenta um modelo de execução detalhado e testes empíricos em diferentes cenários, demonstrando a aplicabilidade e o impacto da solução na prática.;Os desafios enfrentados incluem a complexidade de configurar ambientes de desenvolvimento compatíveis com simulações quânticas em GPU, a necessidade de integrar múltiplas camadas da pilha de software (como Qiskit Aer, CUDA e cuQuantum) e a fragmentação das abordagens existentes para execução quântica em nuvem. Além disso, a proposta exige soluções robustas para orquestração de tarefas, gerenciamento de dependências e monitoramento de recursos, que nem sempre são triviais de implementar, especialmente para desenvolvedores sem experiência em infraestrutura de nuvem e Kubernetes.;"Tool support; Empirical study";"Infrastructure limitations; System complexity"
